C_Country_codes,Postal_codes,C_Location_name,C_Area,C_Lat,C_Long,C_V12,Match_location
PK,52111,Chak Chatha,Lahore,32.1167,73.9167,4,CHAK CHATHA
PK,52331,Chak Chaudery,Lahore,32.1833,74.0278, ,CHAK CHAUDERY
PK,62351,Chak Chopa,Souhern Punajb Mulan,29.9167,72.9167,4,CHAK CHOPA
PK,52201,Chak Dadan,Lahore,32.3278,74.1806,4,CHAK DADAN
PK,49101,Chak Danial,Norhern Punajb Rawalpindi,32.6667,73.2833,4,CHAK DANIAL
PK,49520,Chak Daulat,Norhern Punajb Rawalpindi,33.0167,73.75,4,CHAK DAULAT
PK,12380,Chak Dhamni,Federal Capial &AJK,31.8913,72.4669, ,CHAK DHAMNI
PK,57111,Chak Dhapai,Lahore,30.4167,73.3333, ,CHAK DHAPAI
PK,39051,Chak Dhido,Lahore,31.8335,74.4621, ,CHAK DHIDO
PK,52371,Chak Dhoni Chand,Lahore,31.9056,73.9608, ,CHAK DHONI CHAND
PK,51801,Chak Dulla,Lahore,32.6084,74.5803, ,CHAK DULLA
PK,50361,Chak Fateh Shah,Norhern Punajb Rawalpindi,32.6333,73.55,4,CHAK FATEH SHAH
PK,56011,Chak Ganda Singh,Lahore,30.5667,73.9667,4,CHAK GANDA SINGH
PK,52101,Chak Ghazi,Lahore,32.2167,73.7,4,CHAK GHAZI
PK,59221,Chak Hayat Khan Wala,Souhern Punajb Mulan,30.1569,71.5701, ,CHAK HAYAT KHAN WALA
PK,56101,Chak Hussain Ali Shah,Lahore,30.831,73.696, ,CHAK HUSSAIN ALI SHAH
PK,39151,Chak Hyderabad,Lahore,28.0278,63.1611, ,CHAK HYDERABAD
PK,58261,Chak Hyderabad,Souhern Punajb Mulan,30.4333,71.7167,4,CHAK HYDERABAD
PK,36051,Chak Islah Nagar,Lahore,30.9167,72.55, ,CHAK ISLAH NAGAR
PK,49501,Chak Jamal,Norhern Punajb Rawalpindi,33.0167,73.7,4,CHAK JAMAL
PK,58101,Chak Jamal L-4351,Souhern Punajb Mulan,30.6148,72.1252, ,CHAK JAMAL L-4351
PK,49101,Chak Jani,Norhern Punajb Rawalpindi,32.6583,73.3028,4,CHAK JANI
PK,50310,Chak Jano Khurd,Norhern Punajb Rawalpindi,32.45,73.7167,4,CHAK JANO KHURD
PK,48831,Chak Jhorary,Norhern Punajb Rawalpindi,32.162,72.95, ,CHAK JHORARY
PK,37700,Chak Jhumra,Lahore,31.5667,73.1833,4,CHAK JHUMRA
PK,33501,Chak Jindoo Shah,Souhern Punajb Mulan,29.1833,70.3833, ,CHAK JINDOO SHAH
PK,52401,Chak Jugna,Lahore,32.2333,74.2417, ,CHAK JUGNA
PK,50840,Chak Kamala,Norhern Punajb Rawalpindi,32.7111,74.3042, ,CHAK KAMALA
PK,50701,Chak Karal,Norhern Punajb Rawalpindi,31.8758,73.1878, ,CHAK KARAL
PK,48871,Chak Kharak,Norhern Punajb Rawalpindi,32.8667,73.0333,4,CHAK KHARAK
PK,52111,Chak Kharal,Lahore,32.1667,73.7333,4,CHAK KHARAL
PK,48531,Chak Khushi,Norhern Punajb Rawalpindi,32.7667,72.7667,4,CHAK KHUSHI
PK,46200,Chak Lala Cantt,Norhern Punajb Rawalpindi,33.4292,72.8417, ,CHAK LALA CANTT
PK,51301,Chak Madhar,Lahore,32.55,74.5167, ,CHAK MADHAR
PK,49711,Chak Mahmda,Norhern Punajb Rawalpindi,32.8167,73.4833,4,CHAK MAHMDA
PK,48801,Chak Maluk,Norhern Punajb Rawalpindi,32.9667,72.95,4,CHAK MALUK
PK,50701,Chak Manjoo,Norhern Punajb Rawalpindi,31.8758,73.1878, ,CHAK MANJOO
PK,50431,Chak Mano,Norhern Punajb Rawalpindi,32.4333,73.6833,4,CHAK MANO
PK,49401,Chak Mayo,Norhern Punajb Rawalpindi,33.0708,73.6083, ,CHAK MAYO
PK,50251,Chak Mehmood,Norhern Punajb Rawalpindi,32.3111,73.6833, ,CHAK MEHMOOD
PK,40451,Chak Miana,Norhern Punajb Rawalpindi,32.1,73.0833,4,CHAK MIANA
PK,48581,Chak Misra,Norhern Punajb Rawalpindi,32.6889,72.6944, ,CHAK MISRA
PK,50661,Chak Mitha,Norhern Punajb Rawalpindi,32.4333,73.7833,4,CHAK MITHA
PK,50120,Chak Muhammad,Norhern Punajb Rawalpindi,32.8904,73.2624, ,CHAK MUHAMMAD
PK,57481,Chak Muhammad Mahdi Khan,Lahore,30.15,73.1208, ,CHAK MUHAMMAD MAHDI KHAN
PK,49081,Chak Mujahid,Norhern Punajb Rawalpindi,32.6528,73.2361,4,CHAK MUJAHID
PK,50601,Chak Murtza,Norhern Punajb Rawalpindi,32.5944,73.9722, ,CHAK MURTZA
PK,42051,Chak N0.1.M.L.,Norhern Punajb Rawalpindi,32.5133,71.3994, ,CHAK N0.1.M.L.
PK,47741,Chak Naban,Norhern Punajb Rawalpindi,33.1667,73.1833,4,CHAK NABAN
PK,59071,Chak Nahni,Souhern Punajb Mulan,30.3981,71.5963, ,CHAK NAHNI
PK,64381,Chak Nasirabad,Souhern Punajb Mulan,28.3403,69.8542, ,CHAK NASIRABAD
PK,23421,Chak Naudeh,NWFP Peshawar,34.2239,72.3498, ,CHAK NAUDEH
PK,48701,Chak Naurag,Norhern Punajb Rawalpindi,33.0703,72.9504, ,CHAK NAURAG
PK,63291,Chak Naurang,Souhern Punajb Mulan,29.3278,71.325,4,CHAK NAURANG
PK,50551,Chak Nizam,Norhern Punajb Rawalpindi,32.5667,73.1667,4,CHAK NIZAM
PK,52251,Chak Nizam Kalan,Lahore,32.1917,74.3403,4,CHAK NIZAM KALAN
PK,61060,Chak No 273/E.B.(A.P.O.),Lahore,30.1866,72.8181, ,CHAK NO 273/E.B.(A.P.O.)
PK,39651,Chak No. 166,Lahore,31.9589,72.9953, ,CHAK NO. 166
PK,39021,Chak No. 44,Lahore,31.7094,74.2317, ,CHAK NO. 44
PK,50350,Chak No.1 (Cpol-45),Norhern Punajb Rawalpindi,31.9,73.3111, ,CHAK NO.1 (CPOL-45)
PK,58001,Chak No.1/8-R,Souhern Punajb Mulan,30.45,72.3667, ,CHAK NO.1/8-R
PK,59141,Chak No.10/8-A.R.,Souhern Punajb Mulan,30.5278,72.2556, ,CHAK NO.10/8-A.R.
PK,58031,Chak No.100/15-L,Souhern Punajb Mulan,30.4917,72.3, ,CHAK NO.100/15-L
PK,58041,Chak No.100/15-L,Souhern Punajb Mulan,30.4917,72.3, ,CHAK NO.100/15-L
PK,58201,Chak No.102/10-R L-5336,Souhern Punajb Mulan,30.0875,71.9208, ,CHAK NO.102/10-R L-5336
PK,58040,Chak No.102/15-L,Souhern Punajb Mulan,30.4917,72.3, ,CHAK NO.102/15-L
PK,58201,Chak No.103/10-R,Souhern Punajb Mulan,30.0875,71.9208, ,CHAK NO.103/10-R
PK,58201,Chak No.105/10-R,Souhern Punajb Mulan,30.0875,71.9208, ,CHAK NO.105/10-R
PK,58001,Chak No.105/15-L,Souhern Punajb Mulan,30.45,72.3667, ,CHAK NO.105/15-L
PK,58250,Chak No.105/15l,Souhern Punajb Mulan,30.5083,71.9444, ,CHAK NO.105/15L
PK,58201,Chak No.106/10-R,Souhern Punajb Mulan,30.0875,71.9208, ,CHAK NO.106/10-R
PK,58001,Chak No.108/15-L,Souhern Punajb Mulan,30.45,72.3667, ,CHAK NO.108/15-L
PK,58001,Chak No.109/15-L,Souhern Punajb Mulan,30.45,72.3667, ,CHAK NO.109/15-L
PK,58181,Chak No.11-A/8-R,Souhern Punajb Mulan,30.7665,72.2942, ,CHAK NO.11-A/8-R
PK,59101,Chak No.11/Mr,Souhern Punajb Mulan,28.7431,70.6222, ,CHAK NO.11/MR
PK,58001,Chak No.110/15-L,Souhern Punajb Mulan,30.45,72.3667, ,CHAK NO.110/15-L
PK,58201,Chak No.112/10-R L-2353,Souhern Punajb Mulan,30.0875,71.9208, ,CHAK NO.112/10-R L-2353
PK,58031,Chak No.115/15-L,Souhern Punajb Mulan,30.4917,72.3, ,CHAK NO.115/15-L
PK,58201,Chak No.117/10-R L-8044,Souhern Punajb Mulan,30.0875,71.9208, ,CHAK NO.117/10-R L-8044
PK,58031,Chak No.119/15-L L-5483,Souhern Punajb Mulan,30.4917,72.3, ,CHAK NO.119/15-L L-5483
PK,58181,Chak No.12/Gugh,Souhern Punajb Mulan,30.7665,72.2942, ,CHAK NO.12/GUGH
PK,59111,Chak No.121/10-R,Souhern Punajb Mulan,29.9,71.8333, ,CHAK NO.121/10-R
PK,61171,Chak No.122/Wb,Lahore,30.3571,71.9948, ,CHAK NO.122/WB
PK,58211,Chak No.123/10-R (Sainsara),Souhern Punajb Mulan,30.5124,72.1099, ,CHAK NO.123/10-R (SAINSARA)
PK,58001,Chak No.123/7-E-R,Souhern Punajb Mulan,30.45,72.3667, ,CHAK NO.123/7-E-R
PK,31201,Chak No.124 Tda,Souhern Punajb Mulan,31,70.95, ,CHAK NO.124 TDA
PK,58001,Chak No.124/7-E-R,Souhern Punajb Mulan,30.45,72.3667, ,CHAK NO.124/7-E-R
PK,58031,Chak No.125/15-L,Souhern Punajb Mulan,30.4917,72.3, ,CHAK NO.125/15-L
PK,58031,Chak No.126-3/15-L L-5933,Souhern Punajb Mulan,30.4917,72.3, ,CHAK NO.126-3/15-L L-5933
PK,58031,Chak No.126/15-L,Souhern Punajb Mulan,30.4917,72.3, ,CHAK NO.126/15-L
PK,59111,Chak No.127/10-R,Souhern Punajb Mulan,29.9,71.8333, ,CHAK NO.127/10-R
PK,58001,Chak No.127/B-15-L,Souhern Punajb Mulan,30.45,72.3667, ,CHAK NO.127/B-15-L
PK,58001,Chak No.127/H-15-L,Souhern Punajb Mulan,30.45,72.3667, ,CHAK NO.127/H-15-L
PK,58001,Chak No.128/15-L,Souhern Punajb Mulan,30.45,72.3667, ,CHAK NO.128/15-L
PK,58001,Chak No.129/15-L,Souhern Punajb Mulan,30.45,72.3667, ,CHAK NO.129/15-L
PK,58171,Chak No.13/8-R,Souhern Punajb Mulan,30.6148,72.1252, ,CHAK NO.13/8-R
PK,59111,Chak No.130/10-R,Souhern Punajb Mulan,29.9,71.8333, ,CHAK NO.130/10-R
PK,58001,Chak No.132/16-L,Souhern Punajb Mulan,30.45,72.3667, ,CHAK NO.132/16-L
PK,58211,Chak No.135/10-R.,Souhern Punajb Mulan,30.5124,72.1099, ,CHAK NO.135/10-R.
PK,58001,Chak No.135/165-L,Souhern Punajb Mulan,30.45,72.3667, ,CHAK NO.135/165-L
PK,58211,Chak No.137/10-R.,Souhern Punajb Mulan,30.5124,72.1099, ,CHAK NO.137/10-R.
PK,58101,Chak No.137/15-L,Souhern Punajb Mulan,30.6148,72.1252, ,CHAK NO.137/15-L
PK,58201,Chak No.138/10-R,Souhern Punajb Mulan,30.0875,71.9208, ,CHAK NO.138/10-R
PK,58211,Chak No.139/10-R.,Souhern Punajb Mulan,30.5124,72.1099, ,CHAK NO.139/10-R.
PK,58201,Chak No.140/10-R,Souhern Punajb Mulan,30.0875,71.9208, ,CHAK NO.140/10-R
PK,58201,Chak No.141/10-R,Souhern Punajb Mulan,30.0875,71.9208, ,CHAK NO.141/10-R
PK,61171,Chak No.144/Wb,Lahore,30.3571,71.9948, ,CHAK NO.144/WB
PK,58201,Chak No.145/10-R,Souhern Punajb Mulan,30.0875,71.9208, ,CHAK NO.145/10-R
PK,58201,Chak No.148/10-R,Souhern Punajb Mulan,30.0875,71.9208, ,CHAK NO.148/10-R
PK,58201,Chak No.149/10-R,Souhern Punajb Mulan,30.0875,71.9208, ,CHAK NO.149/10-R
PK,58001,Chak No.15/8-B.R,Souhern Punajb Mulan,30.45,72.3667, ,CHAK NO.15/8-B.R
PK,58201,Chak No.150/10-R,Souhern Punajb Mulan,30.0875,71.9208, ,CHAK NO.150/10-R
PK,58201,Chak No.151/10-R,Souhern Punajb Mulan,30.0875,71.9208, ,CHAK NO.151/10-R
PK,58001,Chak No.16/8-B.R,Souhern Punajb Mulan,30.45,72.3667, ,CHAK NO.16/8-B.R
PK,58201,Chak No.160/10-R,Souhern Punajb Mulan,30.0875,71.9208, ,CHAK NO.160/10-R
PK,59111,Chak No.160/Wb,Souhern Punajb Mulan,29.9,71.8333, ,CHAK NO.160/WB
PK,37691,Chak No.164 Rb,Lahore,31.1794,71.8537, ,CHAK NO.164 RB
PK,58201,Chak No.164/10-R,Souhern Punajb Mulan,30.0875,71.9208, ,CHAK NO.164/10-R
PK,58001,Chak No.17/8-B.R,Souhern Punajb Mulan,30.45,72.3667, ,CHAK NO.17/8-B.R
PK,58201,Chak No.173/10-R,Souhern Punajb Mulan,30.0875,71.9208, ,CHAK NO.173/10-R
PK,58001,Chak No.19/8-B.R,Souhern Punajb Mulan,30.45,72.3667, ,CHAK NO.19/8-B.R
PK,37691,Chak No.192 Rb,Lahore,31.1794,71.8537, ,CHAK NO.192 RB
PK,37691,Chak No.193 Rb,Lahore,31.1794,71.8537, ,CHAK NO.193 RB
PK,37621,Chak No.197 Rb,Lahore,31.1794,71.8537, ,CHAK NO.197 RB
PK,37621,Chak No.198 Rb,Lahore,31.1794,71.8537, ,CHAK NO.198 RB
PK,37620,Chak No.199 Rb,Lahore,31.1794,71.8537, ,CHAK NO.199 RB
PK,58001,Chak No.2/7-R,Souhern Punajb Mulan,30.45,72.3667, ,CHAK NO.2/7-R
PK,58001,Chak No.20/8-B.R,Souhern Punajb Mulan,30.45,72.3667, ,CHAK NO.20/8-B.R
PK,59141,Chak No.20/8-R.,Souhern Punajb Mulan,30.5278,72.2556, ,CHAK NO.20/8-R.
PK,37051,Chak No.201 Gb,Lahore,30.8333,72.8, ,CHAK NO.201 GB
PK,37621,Chak No.201 Rb,Lahore,31.1794,71.8537, ,CHAK NO.201 RB
PK,37051,Chak No.202 Gb,Lahore,30.8333,72.8, ,CHAK NO.202 GB
PK,37621,Chak No.202 Rb,Lahore,31.1794,71.8537, ,CHAK NO.202 RB
PK,37051,Chak No.204 Gb,Lahore,30.8333,72.8, ,CHAK NO.204 GB
PK,37051,Chak No.205 Gb,Lahore,30.8333,72.8, ,CHAK NO.205 GB
PK,37051,Chak No.208 Gb,Lahore,30.8333,72.8, ,CHAK NO.208 GB
PK,37051,Chak No.209 Gb,Lahore,30.8333,72.8, ,CHAK NO.209 GB
PK,37221,Chak No.21 Gb,Lahore,31.3333,73.4333, ,CHAK NO.21 GB
PK,37051,Chak No.210 Gb,Lahore,30.8333,72.8, ,CHAK NO.210 GB
PK,37221,Chak No.22 Gb,Lahore,31.3333,73.4333, ,CHAK NO.22 GB
PK,59141,Chak No.22/8-R.(Alfridi).,Souhern Punajb Mulan,30.5278,72.2556, ,CHAK NO.22/8-R.(ALFRIDI).
PK,37221,Chak No.23 Gb,Lahore,31.3333,73.4333, ,CHAK NO.23 GB
PK,58101,Chak No.23/10-R,Souhern Punajb Mulan,30.6148,72.1252, ,CHAK NO.23/10-R
PK,57441,Chak No.23/Sp,Lahore,30.5,73.5167, ,CHAK NO.23/SP
PK,37221,Chak No.24 Gb,Lahore,31.3333,73.4333, ,CHAK NO.24 GB
PK,37221,Chak No.240 Gb Mor,Lahore,31.3333,73.4333, ,CHAK NO.240 GB MOR
PK,37051,Chak No.243 Gb,Lahore,30.8333,72.8, ,CHAK NO.243 GB
PK,37051,Chak No.246 Gb Basti Danishmandan,Lahore,30.8333,72.8, ,CHAK NO.246 GB BASTI DANISHMANDAN
PK,37051,Chak No.246 Gb Basti Partab Pur,Lahore,30.8333,72.8, ,CHAK NO.246 GB BASTI PARTAB PUR
PK,37221,Chak No.25 Gb,Lahore,31.3333,73.4333, ,CHAK NO.25 GB
PK,37221,Chak No.26 Gb,Lahore,31.3333,73.4333, ,CHAK NO.26 GB
PK,58181,Chak No.26/Gugh,Souhern Punajb Mulan,30.7665,72.2942, ,CHAK NO.26/GUGH
PK,58101,Chak No.27/10-R,Souhern Punajb Mulan,30.6148,72.1252, ,CHAK NO.27/10-R
PK,58101,Chak No.29/10-R,Souhern Punajb Mulan,30.6148,72.1252, ,CHAK NO.29/10-R
PK,59141,Chak No.3/8-A.R.,Souhern Punajb Mulan,30.5278,72.2556, ,CHAK NO.3/8-A.R.
PK,59101,Chak No.3/T,Souhern Punajb Mulan,28.7431,70.6222, ,CHAK NO.3/T
PK,58101,Chak No.30/10-R,Souhern Punajb Mulan,30.6148,72.1252, ,CHAK NO.30/10-R
PK,59111,Chak No.335/Wb,Souhern Punajb Mulan,29.9,71.8333, ,CHAK NO.335/WB
PK,59321,Chak No.35/M,Souhern Punajb Mulan,29.9538,71.7587, ,CHAK NO.35/M
PK,58101,Chak No.36/10-R,Souhern Punajb Mulan,30.6148,72.1252, ,CHAK NO.36/10-R
PK,59111,Chak No.368/Wb,Souhern Punajb Mulan,29.9,71.8333, ,CHAK NO.368/WB
PK,59111,Chak No.376/Wb,Souhern Punajb Mulan,29.9,71.8333, ,CHAK NO.376/WB
PK,59111,Chak No.384/Wb,Souhern Punajb Mulan,29.9,71.8333, ,CHAK NO.384/WB
PK,40401,Chak No.4 S.B.,Norhern Punajb Rawalpindi,32.2553,72.9664, ,CHAK NO.4 S.B.
PK,37130,Chak No.447 Gb,Lahore,31.1019,69.4893, ,CHAK NO.447 GB
PK,58101,Chak No.45/10-R,Souhern Punajb Mulan,30.6148,72.1252, ,CHAK NO.45/10-R
PK,58031,Chak No.46/15-L,Souhern Punajb Mulan,30.4917,72.3, ,CHAK NO.46/15-L
PK,57441,Chak No.46/Sp,Lahore,30.5,73.5167, ,CHAK NO.46/SP
PK,57441,Chak No.48/Sp,Lahore,30.5,73.5167, ,CHAK NO.48/SP
PK,35101,Chak No.489 Jb,Lahore,30.7708,71.7783, ,CHAK NO.489 JB
PK,59321,Chak No.49/M,Souhern Punajb Mulan,29.9538,71.7587, ,CHAK NO.49/M
PK,35101,Chak No.490 Jb,Lahore,30.7708,71.7783, ,CHAK NO.490 JB
PK,35101,Chak No.493,Lahore,30.7708,71.7783, ,CHAK NO.493
PK,60001,Chak No.5 Faiz,Souhern Punajb Mulan,30.1599,71.5189, ,CHAK NO.5 FAIZ
PK,58171,Chak No.5/Ah,Souhern Punajb Mulan,30.6148,72.1252, ,CHAK NO.5/AH
PK,58031,Chak No.50/15-L,Souhern Punajb Mulan,30.4917,72.3, ,CHAK NO.50/15-L
PK,58031,Chak No.51/15-L,Souhern Punajb Mulan,30.4917,72.3, ,CHAK NO.51/15-L
PK,58201,Chak No.53/10-R,Souhern Punajb Mulan,30.0875,71.9208, ,CHAK NO.53/10-R
PK,59311,Chak No.53/M,Souhern Punajb Mulan,30.2431,72.0563, ,CHAK NO.53/M
PK,58031,Chak No.54/15-L,Souhern Punajb Mulan,30.4917,72.3, ,CHAK NO.54/15-L
PK,58031,Chak No.56/15-L,Souhern Punajb Mulan,30.4917,72.3, ,CHAK NO.56/15-L
PK,58201,Chak No.57/10-R L-5895,Souhern Punajb Mulan,30.0875,71.9208, ,CHAK NO.57/10-R L-5895
PK,58031,Chak No.59/15-L,Souhern Punajb Mulan,30.4917,72.3, ,CHAK NO.59/15-L
PK,58041,Chak No.59/15-L,Souhern Punajb Mulan,30.4917,72.3, ,CHAK NO.59/15-L
PK,58041,Chak No.6-A/15-L,Souhern Punajb Mulan,30.4917,72.3, ,CHAK NO.6-A/15-L
PK,59141,Chak No.6/8-A.R.,Souhern Punajb Mulan,30.5278,72.2556, ,CHAK NO.6/8-A.R.
PK,58031,Chak No.61-A/15-L,Souhern Punajb Mulan,30.4917,72.3, ,CHAK NO.61-A/15-L
PK,58101,Chak No.64/10-R,Souhern Punajb Mulan,30.6148,72.1252, ,CHAK NO.64/10-R
PK,58041,Chak No.64/15-L,Souhern Punajb Mulan,30.4917,72.3, ,CHAK NO.64/15-L
PK,39101,Chak No.641,Lahore,34.1756,71.6625, ,CHAK NO.641
PK,57031,Chak No.66/Gd,Lahore,30.276,71.9892, ,CHAK NO.66/GD
PK,58031,Chak No.67/15-L,Souhern Punajb Mulan,30.4917,72.3, ,CHAK NO.67/15-L
PK,58041,Chak No.67/15-L,Souhern Punajb Mulan,30.4917,72.3, ,CHAK NO.67/15-L
PK,50531,Chak No.7,Norhern Punajb Rawalpindi,31.5412,72.1684, ,CHAK NO.7
PK,59141,Chak No.7/8-A.R.,Souhern Punajb Mulan,30.5278,72.2556, ,CHAK NO.7/8-A.R.
PK,58101,Chak No.70/15-L,Souhern Punajb Mulan,30.6148,72.1252, ,CHAK NO.70/15-L
PK,59251,Chak No.73/M,Souhern Punajb Mulan,30.5917,72.3764, ,CHAK NO.73/M
PK,58101,Chak No.78-B/15-L,Souhern Punajb Mulan,30.6148,72.1252, ,CHAK NO.78-B/15-L
PK,58101,Chak No.79/15-L,Souhern Punajb Mulan,30.6148,72.1252, ,CHAK NO.79/15-L
PK,57441,Chak No.8/Sp,Lahore,30.5,73.5167, ,CHAK NO.8/SP
PK,58101,Chak No.84/15-L,Souhern Punajb Mulan,30.6148,72.1252, ,CHAK NO.84/15-L
PK,57070,Chak No.85/6r Kot Khadim Ali Shah,Lahore,30.276,71.9892, ,CHAK NO.85/6R KOT KHADIM ALI SHAH
PK,58101,Chak No.87/15-L,Souhern Punajb Mulan,30.6148,72.1252, ,CHAK NO.87/15-L
PK,57031,Chak No.89/6 R,Lahore,30.276,71.9892, ,CHAK NO.89/6 R
PK,50531,Chak No.9,Norhern Punajb Rawalpindi,31.5412,72.1684, ,CHAK NO.9
PK,58181,Chak No.9 B/8-R,Souhern Punajb Mulan,30.7665,72.2942, ,CHAK NO.9 B/8-R
PK,57031,Chak No.90/6 R,Lahore,30.276,71.9892, ,CHAK NO.90/6 R
PK,58031,Chak No.92/15-L,Souhern Punajb Mulan,30.4917,72.3, ,CHAK NO.92/15-L
PK,58041,Chak No.92/15-L,Souhern Punajb Mulan,30.4917,72.3, ,CHAK NO.92/15-L
PK,58031,Chak No.93/15-L,Souhern Punajb Mulan,30.4917,72.3, ,CHAK NO.93/15-L
PK,58031,Chak No.94/15-L,Souhern Punajb Mulan,30.4917,72.3, ,CHAK NO.94/15-L
PK,58201,Chak No.95/10-R,Souhern Punajb Mulan,30.0875,71.9208, ,CHAK NO.95/10-R
PK,58031,Chak No.95/15-L,Souhern Punajb Mulan,30.4917,72.3, ,CHAK NO.95/15-L
PK,58031,Chak No.96/15-L,Souhern Punajb Mulan,30.4917,72.3, ,CHAK NO.96/15-L
PK,58201,Chak No.97/10-R L-9871,Souhern Punajb Mulan,30.0875,71.9208, ,CHAK NO.97/10-R L-9871
PK,58031,Chak No.98/15-L(Vanjari),Souhern Punajb Mulan,30.4917,72.3, ,CHAK NO.98/15-L(VANJARI)
PK,58031,Chak No.99/15-L,Souhern Punajb Mulan,30.4917,72.3, ,CHAK NO.99/15-L
PK,58041,Chak No.99/15-L,Souhern Punajb Mulan,30.4917,72.3, ,CHAK NO.99/15-L
PK,50601,Chak Pindi,Norhern Punajb Rawalpindi,32.5944,73.9722,4,CHAK PINDI
PK,40541,Chak Qazi,Norhern Punajb Rawalpindi,32.4405,72.8551, ,CHAK QAZI
PK,49501,Chak Qazi,Norhern Punajb Rawalpindi,33.0278,73.7819,4,CHAK QAZI
PK,51771,Chak Qazian,Lahore,32.2167,75.1,4,CHAK QAZIAN
PK,59211,Chak R.S.,Souhern Punajb Mulan,29.6436,71.2511, ,CHAK R.S.
PK,50531,Chak Raib,Norhern Punajb Rawalpindi,32.5333,73.2167,4,CHAK RAIB
PK,50221,Chak Rajadi,Norhern Punajb Rawalpindi,32.7319,73.9028,4,CHAK RAJADI
PK,51201,Chak Rala,Lahore,32.7833,73.8833, ,CHAK RALA
PK,40520,Chak Ram Dass,Norhern Punajb Rawalpindi,32.3771,72.7799, ,CHAK RAM DASS
PK,52461,Chak Ramdas,Lahore,32.0371,74.4398, ,CHAK RAMDAS
PK,52461,Chak Rehan,Lahore,32.0371,74.4398, ,CHAK REHAN
PK,50701,Chak Sada,Norhern Punajb Rawalpindi,32.0806,72.8389,4,CHAK SADA
PK,62301,Chak Sadiq Nagar,Souhern Punajb Mulan,29.9592,73.1867, ,CHAK SADIQ NAGAR
PK,40551,Chak Sahib Khan,Norhern Punajb Rawalpindi,32.5333,73.0333, ,CHAK SAHIB KHAN
PK,50551,Chak Saida Bala,Norhern Punajb Rawalpindi,32.5667,73.1667, ,CHAK SAIDA BALA
PK,47351,Chak Sainso,Norhern Punajb Rawalpindi,26.9306,68.0181, ,CHAK SAINSO
PK,51281,Chak Santhal,Lahore,32.7167,74.5667, ,CHAK SANTHAL
PK,59221,Chak Sarai,Souhern Punajb Mulan,30.1569,71.5701, ,CHAK SARAI
PK,59221,Chak Sardarpur,Souhern Punajb Mulan,30.1569,71.5701, ,CHAK SARDARPUR
PK,10500,Chak Sawari,Federal Capial &AJK,33.2472,73.7833,4,CHAK SAWARI
PK,49041,Chak Shaffi,Norhern Punajb Rawalpindi,32.6167,73.0833, ,CHAK SHAFFI
PK,57450,Chak Shafi,Lahore,32.6361,73.0722,4,CHAK SHAFI
PK,56181,Chak Shah Muhammad Bodla,Lahore,30.6759,73.5954, ,CHAK SHAH MUHAMMAD BODLA
PK,50461,Chak Shahbaz,Norhern Punajb Rawalpindi,32.3167,73.45,4,CHAK SHAHBAZ
PK,39421,Chak Shahpur,Lahore,31.5079,74.1845, ,CHAK SHAHPUR
PK,50331,Chak Sher Mohammad,Norhern Punajb Rawalpindi,32.7934,73.458, ,CHAK SHER MOHAMMAD
PK,48701,Chak Umra,Norhern Punajb Rawalpindi,33.0003,72.96,4,CHAK UMRA
PK,48101,Chak Walian,Norhern Punajb Rawalpindi,32.204,72.4924, ,CHAK WALIAN
PK,59221,Chak Waris Abad,Souhern Punajb Mulan,30.1569,71.5701, ,CHAK WARIS ABAD
PK,77320,Chak Yani,Hyderabad,28.3177,68.7666, ,CHAK YANI
PK,50301,Chak Zahir,Norhern Punajb Rawalpindi,32.45,73.7667,4,CHAK ZAHIR
PK,39631,Chak-12,Lahore,32.1333,75.125, ,CHAK-12
PK,39631,Chak-13,Lahore,32.1333,75.125, ,CHAK-13
PK,39631,Chak-14,Lahore,32.1333,75.125, ,CHAK-14
PK,39631,Chak-16,Lahore,32.1333,75.125, ,CHAK-16
PK,39631,Chak-17,Lahore,32.1333,75.125, ,CHAK-17
PK,39651,Chak-177,Lahore,31.9589,72.9953, ,CHAK-177
PK,67451,Chak-3 Shelo,Hyderabad,26.4656,68.5325, ,CHAK-3 SHELO
PK,72221,Chak-40,Hyderabad,31.5999,71.6656, ,CHAK-40
PK,72221,Chak-44,Hyderabad,31.5999,71.6656, ,CHAK-44
PK,72221,Chak-5,Hyderabad,31.5999,71.6656, ,CHAK-5
PK,72221,Chak-5 (Ahmad Abad),Hyderabad,31.5999,71.6656, ,CHAK-5 (AHMAD ABAD)
PK,67431,Chak-5 Okhari Sawri,Hyderabad,26.4741,68.3992, ,CHAK-5 OKHARI SAWRI
PK,55301,Chak-69,Lahore,31.1004,73.8672, ,CHAK-69
PK,64171,Chak-73/P,Souhern Punajb Mulan,28.5403,70.6056, ,CHAK-73/P
PK,61101,Chak132/W.B,Lahore,30.5764,72.294, ,CHAK132/W.B
PK,47101,Chaka Begwal,Federal Capial &AJK,33.8333,73.2833, ,CHAKA BEGWAL
PK,50201,Chakan Wali,Norhern Punajb Rawalpindi,32.5152,74.0037, ,CHAKAN WALI
PK,65041,Chakar Khan Kulachi,Hyderabad,28.0333,69.55, ,CHAKAR KHAN KULACHI
PK,26001,Chakar Kot Bala,NWFP Peshawar,33.6156,71.7403, ,CHAKAR KOT BALA
PK,48860,Chakbaqar Shah,Norhern Punajb Rawalpindi,32.6622,72.9034, ,CHAKBAQAR SHAH
